_cid,player_name,key_mlbam,year,position,guarantee_total_real_2025,term_start_year,ISI_lb3_lamdba_35,isi_D_days_lb3_lamdba_35,isi_N_stints_lb3_lamdba_35,recency_weighted_days_lb3_lamdba_35,recency_weighted_days_rate_lb3_lamdba_35,durability_days_rate_lb3_lamdba_35,injury_burden_lb3_lamdba_35,any_surgery_flag_lb3_lamdba_35,any_structural_flag_lb3_lamdba_35,any_tier3_plus_flag_lb3_lamdba_35,arm_days_lb3_lamdba_35,arm_share_days_lb3_lamdba_35,isi_window_seasons_avail_lb3_lamdba_35,isi_full_window_flag_lb3_lamdba_35,ISI_lb3_lamdba_5,isi_D_days_lb3_lamdba_5,isi_N_stints_lb3_lamdba_5,recency_weighted_days_lb3_lamdba_5,recency_weighted_days_rate_lb3_lamdba_5,durability_days_rate_lb3_lamdba_5,injury_burden_lb3_lamdba_5,any_surgery_flag_lb3_lamdba_5,any_structural_flag_lb3_lamdba_5,any_tier3_plus_flag_lb3_lamdba_5,arm_days_lb3_lamdba_5,arm_share_days_lb3_lamdba_5,isi_window_seasons_avail_lb3_lamdba_5,isi_full_window_flag_lb3_lamdba_5,ISI_lb3_lamdba_7,isi_D_days_lb3_lamdba_7,isi_N_stints_lb3_lamdba_7,recency_weighted_days_lb3_lamdba_7,recency_weighted_days_rate_lb3_lamdba_7,durability_days_rate_lb3_lamdba_7,injury_burden_lb3_lamdba_7,any_surgery_flag_lb3_lamdba_7,any_structural_flag_lb3_lamdba_7,any_tier3_plus_flag_lb3_lamdba_7,arm_days_lb3_lamdba_7,arm_share_days_lb3_lamdba_7,isi_window_seasons_avail_lb3_lamdba_7,isi_full_window_flag_lb3_lamdba_7,ISI_lb5_lamdba_35,isi_D_days_lb5_lamdba_35,isi_N_stints_lb5_lamdba_35,recency_weighted_days_lb5_lamdba_35,recency_weighted_days_rate_lb5_lamdba_35,durability_days_rate_lb5_lamdba_35,injury_burden_lb5_lamdba_35,any_surgery_flag_lb5_lamdba_35,any_structural_flag_lb5_lamdba_35,any_tier3_plus_flag_lb5_lamdba_35,arm_days_lb5_lamdba_35,arm_share_days_lb5_lamdba_35,isi_window_seasons_avail_lb5_lamdba_35,isi_full_window_flag_lb5_lamdba_35,ISI_lb5_lamdba_5,isi_D_days_lb5_lamdba_5,isi_N_stints_lb5_lamdba_5,recency_weighted_days_lb5_lamdba_5,recency_weighted_days_rate_lb5_lamdba_5,durability_days_rate_lb5_lamdba_5,injury_burden_lb5_lamdba_5,any_surgery_flag_lb5_lamdba_5,any_structural_flag_lb5_lamdba_5,any_tier3_plus_flag_lb5_lamdba_5,arm_days_lb5_lamdba_5,arm_share_days_lb5_lamdba_5,isi_window_seasons_avail_lb5_lamdba_5,isi_full_window_flag_lb5_lamdba_5,ISI_lb5_lamdba_7,isi_D_days_lb5_lamdba_7,isi_N_stints_lb5_lamdba_7,recency_weighted_days_lb5_lamdba_7,recency_weighted_days_rate_lb5_lamdba_7,durability_days_rate_lb5_lamdba_7,injury_burden_lb5_lamdba_7,any_surgery_flag_lb5_lamdba_7,any_structural_flag_lb5_lamdba_7,any_tier_3plus_flag_lb5_lamdba_7,arm_days_lb5_lamdba_7,arm_share_days_lb5_lamdba_7,isi_window_seasons_avail_lb5_lamdba_7,isi_full_window_flag_lb5_lamdba_7
727,"Eflin, Zach",621107,2023,rhp-s,42215005.28,2023,0.230295251,129,4,91.20324361,0.036981078,0.117808219,0.036313682,1,1,1,0,0,3,TRUE,0.226680351,129,4,70.30224239,0.028506143,0.117808219,0.028107403,1,1,1,0,0,3,TRUE,0.223165351,129,4,49.98595375,0.020268297,0.117808219,0.020065629,1,1,1,0,0,3,TRUE,0.205295924,129,4,91.20324361,0.022188647,0.070684932,0.021946061,1,1,1,0,0,3,FALSE,0.203126985,129,4,70.30224239,0.017103686,0.070684932,0.016959065,1,1,1,0,0,3,FALSE,0.201017985,129,4,49.98595375,0.012160978,0.070684932,0.012087628,1,1,1,0,0,3,FALSE
728,"Kim, Ha-Seong",673490,2025,ss,29000000,2025,0.072266207,0,1,0,0,0,0,1,1,1,0,0,3,TRUE,0.072266207,0,1,0,0,0,0,1,1,1,0,0,3,TRUE,0.072266207,0,1,0,0,0,0,1,1,1,0,0,3,TRUE,0.072266207,0,1,0,0,0,0,1,1,1,0,0,5,TRUE,0.072266207,0,1,0,0,0,0,1,1,1,0,0,5,TRUE,0.072266207,0,1,0,0,0,0,1,1,1,0,0,5,TRUE
729,"Raley, Brooks",548384,2022,lhp,10989380.34,2022,0.080166766,17,1,10.05644119,0.004077684,0.015525114,0.004069393,0,0,0,0,0,2,FALSE,0.079704161,17,1,8.030231397,0.003256097,0.015525114,0.003250807,0,0,0,0,0,2,FALSE,0.07922898,17,1,5.948941735,0.002412176,0.015525114,0.002409271,0,0,0,0,0,2,FALSE,0.077006542,17,1,10.05644119,0.002446611,0.009315068,0.002443623,0,0,0,0,0,2,FALSE,0.076728979,17,1,8.030231397,0.001953658,0.009315068,0.001951752,0,0,0,0,0,2,FALSE,0.076443871,17,1,5.948941735,0.001447306,0.009315068,0.001446259,0,0,0,0,0,2,FALSE
730,"Jansen, Danny",643376,2025,c,8500000,2025,0.238561942,122,5,50.45171511,0.020457154,0.111415525,0.020250717,1,1,1,0,0,3,TRUE,0.235178551,122,5,34.96511308,0.014177649,0.111415525,0.014078086,1,1,1,0,0,3,TRUE,0.232363274,122,5,22.05364101,0.008942307,0.111415525,0.008902562,1,1,1,0,0,3,TRUE,0.263438572,190,7,65.23205437,0.01587017,0.104109589,0.015745556,1,1,1,0,0,5,TRUE,0.260462048,190,7,42.49061772,0.010337454,0.104109589,0.010284388,1,1,1,0,0,5,TRUE,0.258190252,190,7,25.11328287,0.006109758,0.104109589,0.006091169,1,1,1,0,0,5,TRUE
731,"Kluber, Corey",446372,2022,rhp-s,8791504.272,2022,0.190408206,161,2,103.9422176,0.042146476,0.147031963,0.041282505,0,0,0,97,0.602484472,2,FALSE,0.185863874,161,2,79.73536,0.032331082,0.147031963,0.031819432,0,0,0,97,0.602484472,2,FALSE,0.181505342,161,2,56.36083578,0.022853184,0.147031963,0.022595961,0,0,0,97,0.602484472,2,FALSE,0.160060615,161,2,103.9422176,0.025287885,0.088219178,0.024973437,0,0,0,97,0.602484472,2,FALSE,0.157334015,161,2,79.73536,0.019398649,0.088219178,0.019212894,0,0,0,97,0.602484472,2,FALSE,0.154718896,161,2,56.36083578,0.01371191,0.088219178,0.013618753,0,0,0,97,0.602484472,2,FALSE
732,"Archer, Chris",,2021,rhp-s,7714019.528,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
733,"Maton, Phil",664208,2024,rhp,6663265.024,2024,0.080626115,16,1,14.85750453,0.006024419,0.014611872,0.006006345,0,1,0,16,1,3,TRUE,0.080190723,16,1,11.86395834,0.004810596,0.014611872,0.004799062,0,1,0,16,1,3,TRUE,0.079743494,16,1,8.789036507,0.003563777,0.014611872,0.003557442,0,1,0,16,1,3,TRUE,0.077282152,16,1,14.85750453,0.003614651,0.008767123,0.003608134,0,1,0,16,1,4,FALSE,0.077020916,16,1,11.86395834,0.002886358,0.008767123,0.0028822,0,1,0,16,1,4,FALSE,0.076752579,16,1,8.789036507,0.002138266,0.008767123,0.002135984,0,1,0,16,1,4,FALSE
734,"Wacha, Michael",608379,2021,rhp-s,3560316.705,2021,0.082716093,20,1,18.57188066,0.007530524,0.01826484,0.007502311,0,1,0,20,1,1,FALSE,0.082171852,20,1,14.82994792,0.006013245,0.01826484,0.005995238,0,1,0,20,1,1,FALSE,0.081612816,20,1,10.98629563,0.004454722,0.01826484,0.004444829,0,1,0,20,1,1,FALSE,0.078536138,20,1,18.57188066,0.004518314,0.010958904,0.004508137,0,1,0,20,1,1,FALSE,0.078209594,20,1,14.82994792,0.003607947,0.010958904,0.003601454,0,1,0,20,1,1,FALSE,0.077874172,20,1,10.98629563,0.002672833,0.010958904,0.002669267,0,1,0,20,1,1,FALSE
735,"Zunino, Mike",572287,2021,c,3560316.705,2021,0.084349415,26,1,15.38043947,0.006236458,0.023744292,0.006217092,0,0,0,0,0,1,FALSE,0.083641901,26,1,12.28153037,0.004979913,0.023744292,0.004967554,0,0,0,0,0,1,FALSE,0.082915155,26,1,9.098381477,0.00368921,0.023744292,0.003682422,0,0,0,0,0,1,FALSE,0.079516131,26,1,15.38043947,0.003741875,0.014246575,0.003734892,0,0,0,0,0,1,FALSE,0.079091623,26,1,12.28153037,0.002987948,0.014246575,0.002983493,0,0,0,0,0,1,FALSE,0.078655575,26,1,9.098381477,0.002213526,0.014246575,0.00221108,0,0,0,0,0,1,FALSE
736,"Hill, Rich",448179,2021,lhp,2966930.588,2021,0.083238587,21,1,19.5004747,0.00790705,0.019178082,0.007875953,0,1,0,21,1,1,FALSE,0.082667134,21,1,15.57144532,0.006313907,0.019178082,0.006294058,0,1,0,21,1,1,FALSE,0.082080146,21,1,11.53561042,0.004677458,0.019178082,0.004666552,0,1,0,21,1,1,FALSE,0.078849635,21,1,19.5004747,0.00474423,0.011506849,0.004733011,0,1,0,21,1,1,FALSE,0.078506763,21,1,15.57144532,0.003788344,0.011506849,0.003781187,0,1,0,21,1,1,FALSE,0.07815457,21,1,11.53561042,0.002806475,0.011506849,0.002802544,0,1,0,21,1,1,FALSE
737,"McHugh, Collin",543521,2021,rhp-s,2136190.023,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
738,"Rosario, Amed",642708,2024,ss,1537676.544,2024,0.0738532,4,1,1.175030801,0.000476451,0.003652968,0.000476338,0,0,0,0,0,3,TRUE,0.073743626,4,1,0.695095774,0.000281847,0.003652968,0.000281808,0,0,0,0,0,3,TRUE,0.073663735,4,1,0.345174346,0.000139961,0.003652968,0.000139951,0,0,0,0,0,3,TRUE,0.073218403,4,1,1.175030801,0.000285871,0.002191781,0.00028583,0,0,0,0,0,4,FALSE,0.073152658,4,1,0.695095774,0.000169108,0.002191781,0.000169094,0,0,0,0,0,4,FALSE,0.073104724,4,1,0.345174346,8.40E-05,0.002191781,8.40E-05,0,0,0,0,0,4,FALSE
739,"Devenski, Chris",606965,2024,rhp,1127629.466,2024,0.133801325,41,2,25.46645844,0.010326136,0.037442922,0.010273186,1,1,1,0,0,3,TRUE,0.132685631,41,2,20.3353801,0.008245587,0.037442922,0.008211778,1,1,1,0,0,3,TRUE,0.131539608,41,2,15.0648201,0.006108481,0.037442922,0.0060899,1,1,1,0,0,3,TRUE,0.193479791,94,4,43.71735177,0.010635903,0.051506849,0.01057974,1,1,1,53,0.563829787,4,FALSE,0.19207267,94,4,29.62793962,0.00720812,0.051506849,0.007182265,1,1,1,53,0.563829787,4,FALSE,0.190930947,94,4,18.84289286,0.004584248,0.051506849,0.004573772,1,1,1,53,0.563829787,4,FALSE
740,"Loup, Aaron",571901,2020,lhp,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
741,"Culberson, Charlie",454337,2023,inf,,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
742,"Gamel, Ben",592325,2023,cf,,2023,0.171936045,61,3,32.11916239,0.013023673,0.055707763,0.012939595,0,0,0,0,0,3,TRUE,0.170245883,61,3,24.34610755,0.009871856,0.055707763,0.009823448,0,0,0,0,0,3,TRUE,0.168660929,61,3,17.05690443,0.006916231,0.055707763,0.006892424,0,0,0,0,0,3,TRUE,0.160974592,61,3,32.11916239,0.007814204,0.033424658,0.007783831,0,0,0,0,0,3,FALSE,0.159960495,61,3,24.34610755,0.005923114,0.033424658,0.005905641,0,0,0,0,0,3,FALSE,0.159009523,61,3,17.05690443,0.004149739,0.033424658,0.004141152,0,0,0,0,0,3,FALSE
743,"Odorizzi, Jake",543606,2024,rhp-s,,2024,0.204541158,84,4,38.23574114,0.015503823,0.076712329,0.015384867,1,1,1,35,0.416666667,3,TRUE,0.202124049,84,4,25.09786682,0.010176679,0.076712329,0.010125246,1,1,1,35,0.416666667,3,TRUE,0.200163861,84,4,14.42018892,0.005847096,0.076712329,0.005830068,1,1,1,35,0.416666667,3,TRUE,0.251736585,141,7,50.03517164,0.012172953,0.077260274,0.012099458,1,1,1,35,0.24822695,4,FALSE,0.24949294,141,7,31.10562262,0.007567622,0.077260274,0.007539131,1,1,1,35,0.24822695,4,FALSE,0.247828446,141,7,16.86276015,0.004102506,0.077260274,0.004094113,1,1,1,35,0.24822695,4,FALSE
744,"Jiménez, Eloy",650391,2025,dh-lf,,2025,0.253242614,155,5,67.06875096,0.027195028,0.141552511,0.026831813,0,0,0,0,0,3,TRUE,0.248927168,155,5,47.27602051,0.019169474,0.141552511,0.018988055,0,0,0,0,0,3,TRUE,0.245258162,155,5,30.43444334,0.012340554,0.141552511,0.01226503,0,0,0,0,0,3,TRUE,0.273025987,273,6,103.7457281,0.025240082,0.149589041,0.024926811,1,1,1,0,0,5,TRUE,0.268794284,273,6,65.95033892,0.01604492,0.149589041,0.015917561,1,1,1,0,0,5,TRUE,0.265581845,273,6,38.02685462,0.009251474,0.149589041,0.009208941,1,1,1,0,0,5,TRUE
745,"Seager, Corey",608369,2022,ss,357154861,2022,0.107971559,76,1,47.20611808,0.01914113,0.069406393,0.018960243,0,1,0,0,0,2,FALSE,0.105903443,76,1,37.69485091,0.015284503,0.069406393,0.015168872,0,1,0,0,0,2,FALSE,0.103779107,76,1,27.92503238,0.011323038,0.069406393,0.011259412,0,1,0,0,0,2,FALSE,0.093689418,76,1,47.20611808,0.011484678,0.041643836,0.01141923,0,1,0,0,0,2,FALSE,0.092448548,76,1,37.69485091,0.009170702,0.041643836,0.009128906,0,1,0,0,0,2,FALSE,0.091173947,76,1,27.92503238,0.006793823,0.041643836,0.006770849,0,1,0,0,0,2,FALSE
746,"deGrom, Jacob",594798,2023,rhp-s,195244399.4,2023,0.20929424,140,3,81.4066394,0.033008753,0.127853881,0.032475663,0,1,0,0,0,3,TRUE,0.205443754,140,3,64.10872522,0.025994797,0.127853881,0.025662675,0,1,0,0,0,3,TRUE,0.201565931,140,3,46.74959348,0.018956019,0.127853881,0.018778592,0,1,0,0,0,3,TRUE,0.183389509,140,3,81.4066394,0.019805252,0.076712329,0.019611679,0,1,0,0,0,3,FALSE,0.181079218,140,3,64.10872522,0.015596878,0.076712329,0.015476497,0,1,0,0,0,3,FALSE,0.178752524,140,3,46.74959348,0.011373611,0.076712329,0.011309418,0,1,0,0,0,3,FALSE
747,"Semien, Marcus",543760,2022,ss,192314156,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
748,"Eovaldi, Nathan",543135,2025,rhp-s,75000000,2025,0.239682045,160,4,78.000821,0.031627762,0.146118721,0.031137906,0,1,0,97,0.60625,3,TRUE,0.235187745,160,4,51.98984845,0.021080836,0.146118721,0.02086171,0,1,0,97,0.60625,3,TRUE,0.231502177,160,4,30.96909654,0.012557345,0.146118721,0.012479155,0,1,0,97,0.60625,3,TRUE,0.233113304,174,5,80.34942069,0.019548043,0.095342466,0.019359434,0,1,0,97,0.557471264,5,TRUE,0.230259564,174,5,53.01908701,0.012898903,0.095342466,0.012816421,0,1,0,97,0.557471264,5,TRUE,0.227966431,174,5,31.31170029,0.007617758,0.095342466,0.00758889,0,1,0,97,0.557471264,5,TRUE
749,"Gray, Jon",592351,2022,rhp-s,61540529.9,2022,0.173148066,59,3,40.76169707,0.016528047,0.053881279,0.016392946,0,1,0,38,0.644067797,2,FALSE,0.171473709,59,3,30.58372228,0.012401083,0.053881279,0.01232482,0,1,0,38,0.644067797,2,FALSE,0.169884335,59,3,21.02632428,0.008525751,0.053881279,0.008489612,0,1,0,38,0.644067797,2,FALSE,0.161701805,59,3,40.76169707,0.009916828,0.032328767,0.009867979,0,1,0,38,0.644067797,2,FALSE,0.16069719,59,3,30.58372228,0.00744065,0.032328767,0.007413105,0,1,0,38,0.644067797,2,FALSE,0.159743567,59,3,21.02632428,0.005115451,0.032328767,0.005102411,0,1,0,38,0.644067797,2,FALSE
750,"Pederson, Joc",592626,2025,lf,37000000,2025,0.164737881,46,3,21.66474508,0.008784618,0.042009132,0.008746257,0,1,0,0,0,3,TRUE,0.163390148,46,3,14.59887838,0.005919551,0.042009132,0.005902099,0,1,0,0,0,3,TRUE,0.162258101,46,3,8.656923979,0.003510208,0.042009132,0.003504062,0,1,0,0,0,3,TRUE,0.183024434,59,4,24.91424614,0.006061335,0.032328767,0.006043039,0,1,0,0,0,5,TRUE,0.182034848,59,4,16.2533827,0.003954252,0.032328767,0.003946454,0,1,0,0,0,5,TRUE,0.181244235,59,4,9.32959524,0.002269778,0.032328767,0.002267206,0,1,0,0,0,5,TRUE
751,"Eovaldi, Nathan",543135,2023,rhp-s,35882754.49,2023,0.193805993,99,3,78.37414884,0.031779139,0.090410959,0.031284631,0,1,0,48,0.484848485,3,TRUE,0.191109458,99,3,61.60420783,0.024979265,0.090410959,0.024672384,0,1,0,48,0.484848485,3,TRUE,0.188453939,99,3,44.95421443,0.018228028,0.090410959,0.01806389,0,1,0,48,0.484848485,3,TRUE,0.174096561,99,3,78.37414884,0.019067483,0.054246575,0.018887977,0,1,0,48,0.484848485,3,FALSE,0.17247864,99,3,61.60420783,0.014987559,0.054246575,0.014876356,0,1,0,48,0.484848485,3,FALSE,0.170885329,99,3,44.95421443,0.010936817,0.054246575,0.010877443,0,1,0,48,0.484848485,3,FALSE
752,"Gibson, Kyle",,2020,rhp-s,34784475.91,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
753,"Heaney, Andrew",571760,2023,lhp-s,26384378.3,2023,0.167311152,101,2,93.78799735,0.038029144,0.092237443,0.037323861,0,1,0,101,1,3,TRUE,0.164562735,101,2,74.89123701,0.030366888,0.092237443,0.029914941,0,1,0,101,1,3,TRUE,0.161739605,101,2,55.48079295,0.022496344,0.092237443,0.022247033,0,1,0,101,1,3,TRUE,0.146202382,101,2,93.78799735,0.022817486,0.055342466,0.022561061,0,1,0,101,1,3,FALSE,0.144553332,101,2,74.89123701,0.018220133,0.055342466,0.018056135,0,1,0,101,1,3,FALSE,0.142859454,101,2,55.48079295,0.013497806,0.055342466,0.013407523,0,1,0,101,1,3,FALSE
754,"Mahle, Tyler",641816,2024,rhp-s,22552589.31,2024,0.201943274,72,4,44.64071153,0.018100909,0.065753425,0.017939038,1,1,1,72,1,3,TRUE,0.199800415,72,4,30.68108243,0.012440561,0.065753425,0.012363813,1,1,1,72,1,3,TRUE,0.197947306,72,4,18.60901717,0.007545582,0.065753425,0.007517256,1,1,1,72,1,3,TRUE,0.188284739,72,4,44.64071153,0.010860546,0.039452055,0.010801993,1,1,1,72,1,4,FALSE,0.186999023,72,4,30.68108243,0.007464337,0.039452055,0.007436616,1,1,1,72,1,4,FALSE,0.185887157,72,4,18.60901717,0.004527349,0.039452055,0.004517131,1,1,1,72,1,4,FALSE
755,"Pérez, Martín",,2023,lhp-s,20738121.34,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
756,"Lyles, Jordan",543475,2020,rhp,19876843.38,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
757,"Higashioka, Kyle",543309,2025,c,13500000,2025,0.073059703,2,1,0.587515401,0.000238226,0.001826484,0.000238197,0,0,0,0,0,3,TRUE,0.073004916,2,1,0.347547887,0.000140924,0.001826484,0.000140914,0,0,0,0,0,3,TRUE,0.072964971,2,1,0.172587173,7.00E-05,0.001826484,7.00E-05,0,0,0,0,0,3,TRUE,0.153376696,40,3,6.803243915,0.001655147,0.021917808,0.001653779,0,0,0,0,0,5,TRUE,0.15288762,40,3,3.23299161,0.000786548,0.021917808,0.000786239,0,0,0,0,0,5,TRUE,0.152611664,40,3,1.218513452,0.00029645,0.021917808,0.000296406,0,0,0,0,0,5,TRUE
758,"Robertson, David",502085,2024,rhp-c,11788853.5,2024,0.076279205,9,1,4.530247999,0.001836924,0.008219178,0.001835239,0,1,0,0,0,3,TRUE,0.076011348,9,1,3.11359088,0.001262498,0.008219178,0.001261702,0,1,0,0,0,3,TRUE,0.075779709,9,1,1.88848833,0.000765744,0.008219178,0.000765451,0,1,0,0,0,3,TRUE,0.240902245,419,2,195.6856798,0.047607961,0.229589041,0.046509433,1,1,1,410,0.978520286,4,FALSE,0.235034762,419,2,100.4416063,0.024436229,0.229589041,0.024142441,1,1,1,410,0.978520286,4,FALSE,0.231382859,419,2,41.45910645,0.0100865,0.229589041,0.01003597,1,1,1,410,0.978520286,4,FALSE
759,"Miller, Brad",543543,2022,2b,10989380.34,2022,0.08763451,34,1,17.96998373,0.007286466,0.031050228,0.007260048,0,1,0,0,0,2,FALSE,0.086622605,34,1,12.35057716,0.00500791,0.031050228,0.004995412,0,1,0,0,0,2,FALSE,0.085747525,34,1,7.491003711,0.003037451,0.031050228,0.003032847,0,1,0,0,0,2,FALSE,0.081487189,34,1,17.96998373,0.00437188,0.018630137,0.004362351,0,1,0,0,0,2,FALSE,0.080880045,34,1,12.35057716,0.003004746,0.018630137,0.003000241,0,1,0,0,0,2,FALSE,0.080354998,34,1,7.491003711,0.001822471,0.018630137,0.001820812,0,1,0,0,0,2,FALSE
760,"Chirinos, Robinson",455139,2020,c,8385543.299,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
761,"Richards, Garrett",572070,2022,rhp-s,6044159.187,2022,0.072266207,0,1,0,0,0,0,0,0,0,0,0,2,FALSE,0.072266207,0,1,0,0,0,0,0,0,0,0,0,2,FALSE,0.072266207,0,1,0,0,0,0,0,0,0,0,0,2,FALSE,0.072266207,0,1,0,0,0,0,0,0,0,0,0,2,FALSE,0.072266207,0,1,0,0,0,0,0,0,0,0,0,2,FALSE,0.072266207,0,1,0,0,0,0,0,0,0,0,0,2,FALSE
762,"Martin, Chris",,2025,rhp,5500000,2025,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE
763,"Calhoun, Kole",594777,2022,rf,5714477.777,2022,0.21870097,145,3,125.3493247,0.050826626,0.132420091,0.049577118,1,1,1,0,0,2,FALSE,0.214755222,145,3,100.0934687,0.040585885,0.132420091,0.039783906,1,1,1,0,0,2,FALSE,0.210702213,145,3,74.15106542,0.030066763,0.132420091,0.029623619,1,1,1,0,0,2,FALSE,0.189033547,145,3,125.3493247,0.030495976,0.079452055,0.030040216,1,1,1,0,0,2,FALSE,0.186666098,145,3,100.0934687,0.024351531,0.079452055,0.02405976,1,1,1,0,0,2,FALSE,0.184234293,145,3,74.15106542,0.018040058,0.079452055,0.017879267,1,1,1,0,0,2,FALSE
764,"Frazier, Todd",453943,2020,3b,6211513.555,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
765,"Lorenzen, Michael",547179,2024,rhp-s,4613029.632,2024,0.267640718,227,4,103.9251511,0.042139555,0.207305936,0.041275865,0,0,0,188,0.828193833,3,TRUE,0.261261314,227,4,68.61055718,0.027820199,0.207305936,0.027440248,0,0,0,188,0.828193833,3,TRUE,0.256116512,227,4,40.2369921,0.01631529,0.207305936,0.016183626,0,0,0,188,0.828193833,3,TRUE,0.227703205,227,4,103.9251511,0.025283733,0.124383562,0.024969387,0,0,0,188,0.828193833,4,FALSE,0.223875563,227,4,68.61055718,0.016692119,0.124383562,0.016554337,0,0,0,188,0.828193833,4,FALSE,0.220788681,227,4,40.2369921,0.009789174,0.124383562,0.00974157,0,0,0,188,0.828193833,4,FALSE
766,"Yates, Kirby",489446,2024,rhp,4613029.632,2024,0.435184943,530,3,490.2078499,0.198769409,0.484018265,0.181295538,1,1,1,530,1,3,TRUE,0.419411124,530,3,336.9145996,0.136612084,0.484018265,0.128051981,1,1,1,530,1,3,TRUE,0.405770176,530,3,204.3490344,0.082859417,0.484018265,0.079605151,1,1,1,530,1,3,TRUE,0.353551052,570,4,506.3705856,0.123193844,0.312328767,0.116176273,1,1,1,570,1,4,FALSE,0.343530003,570,4,345.1439603,0.083969354,0.312328767,0.080629632,1,1,1,570,1,4,FALSE,0.33500271,570,4,207.6948427,0.050529645,0.312328767,0.049294461,1,1,1,570,1,4,FALSE
767,"Pérez, Martin",,2022,lhp-s,4395752.136,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
